timestep,demand_el,price_el,Eta_el_max_woDH,P_max_woDH,Eta_el_min_woDH,P_min_woDH,Beta,Q_CW_min,H_L_FG_share
2679,0.7338515848,-34.22,0.602383103,182.3223304703,0.5048729263,94.8474521563,0.0008562891,25.4584755327,0.1383319047
2680,0.7174528066,-34.55,0.6023929268,200,0.50488294,94.8493333604,0.0008371544,25.4576526832,0.1383248129
2681,0.7243628261,-36.08,0.6023887873,217.6776695297,0.5048787205,94.8485406698,0.0008452173,25.4579994107,0.1383278012
2682,0.7423514095,-39.13,0.6023780111,225,0.504867736,94.8464770894,0.0008662071,25.4589020326,0.1383355806
2683,0.7523283761,-42.07,0.6023720343,217.6776695297,0.5048616438,94.8453325706,0.0008778486,25.4594026517,0.1383398953
2684,0.7446923038,-46.8,0.6023766087,200,0.5048663066,94.8462085511,0.0008689386,25.4590194928,0.138336593
2685,0.7388588453,-41.95,0.6023801033,182.3223304703,0.5048698687,94.8468777428,0.0008621318,25.4587267845,0.1383340702
2686,0.6957838866,-35.06,0.6024059077,175,0.5048961717,94.8518191346,0.0008118701,25.4565653913,0.1383154418
2687,0.6332056482,-28.54,0.6024433957,182.3223304703,0.5049343841,94.8589978669,0.0007388512,25.4534253725,0.138288379
2688,0.5878273497,-26.03,0.6024705799,200,0.5049620936,94.864203489,0.0006859019,25.4511484036,0.1382687545
2689,0.5645561064,-25.43,0.6024845207,217.6776695297,0.5049763039,94.8668730755,0.000658748,25.4499807111,0.1382586906
2690,0.5608131791,-24.94,0.6024867629,225,0.5049785894,94.8673024496,0.0006543806,25.4497929004,0.1382570719
2691,0.5676606079,-24.11,0.6024826609,217.6776695297,0.5049744081,94.8665169392,0.0006623705,25.4501364871,0.1382600332
2692,0.5883781483,-24.13,0.6024702499,200,0.5049617573,94.8641403035,0.0006865446,25.4511760413,0.1382689927
2693,0.6292874668,-24.09,0.6024457429,182.3223304703,0.5049367767,94.8594473455,0.0007342793,25.4532287681,0.1382866845
2694,0.694657253,-25.71,0.6024065826,175,0.5048968597,94.8519483777,0.0008105555,25.4565088596,0.1383149546
2695,0.7494742376,-36.97,0.6023737441,182.3223304703,0.5048633866,94.8456599863,0.0008745183,25.4592594382,0.138338661
2696,0.7653347354,-48.19,0.6023642427,200,0.5048537016,94.8438405316,0.000893025,25.4600552781,0.1383455201
2697,0.7551074057,-49.71,0.6023703695,217.6776695297,0.5048599468,94.8450137711,0.0008810913,25.4595420964,0.1383410971
2698,0.7472585249,-44.5,0.6023750714,225,0.5048647396,94.8459141642,0.0008719329,25.4591482593,0.1383377028
2699,0.7502879175,-39.98,0.6023732567,217.6776695297,0.5048628897,94.8455666441,0.0008754678,25.4593002666,0.1383390129
2700,0.7311226278,-36.03,0.6023847378,200,0.5048745927,94.8477652116,0.0008531049,25.4583386005,0.1383307246
2701,0.7089154274,-32.15,0.6023980412,182.3223304703,0.5048881532,94.8503127353,0.0008271926,25.457224299,0.1383211208
2702,0.6903134545,-31.92,0.6024091848,175,0.5048995122,94.8524466814,0.000805487,25.4562908988,0.1383130761
2703,0.6793976266,-30.7,0.602415724,182.3223304703,0.5049061777,94.8536989027,0.00079275,25.4557431699,0.1383083554
2704,0.6751414551,-32.81,0.6024182737,200,0.5049087767,94.8541871542,0.0007877837,25.455529606,0.1383065147
2705,0.688035151,-35.36,0.6024105496,217.6776695297,0.5049009034,94.8527080395,0.0008028286,25.4561765792,0.1383120908
2706,0.7027439788,-42.7,0.6024017382,225,0.5048919217,94.8510206999,0.0008199915,25.4569146312,0.1383184518
2707,0.7102799059,-45,0.6023972238,217.6776695297,0.50488732,94.8501562077,0.0008287847,25.4572927651,0.1383217108
2708,0.7072004406,-48.75,0.6023990685,200,0.5048892004,94.8505094719,0.0008251915,25.4571382453,0.1383203791
2709,0.7070877773,-43.87,0.602399136,182.3223304703,0.5048892692,94.8505223962,0.00082506,25.4571325921,0.1383203304
2710,0.6704471484,-37.96,0.6024210859,175,0.5049116432,94.8547256668,0.0007823062,25.4552940574,0.1383044846
2711,0.6120750088,-28.49,0.6024560541,182.3223304703,0.5049472872,94.8614218918,0.0007141951,25.4523650902,0.1382792408
2712,0.5602123078,-27.09,0.6024871229,200,0.5049789563,94.8673713792,0.0006536795,25.4497627502,0.138256812
2713,0.5394947674,-25.86,0.6024995339,217.6776695297,0.5049916072,94.8697480149,0.0006295054,25.448723196,0.1382478524
2714,0.5318086225,-25.09,0.6025041383,225,0.5049963006,94.8706297396,0.0006205368,25.4483375246,0.1382445285
2715,0.5305192529,-24.73,0.6025049107,217.6776695297,0.5049970879,94.8707776511,0.0006190324,25.4482728273,0.1382439709
2716,0.5352636323,-24.26,0.6025020686,200,0.5049941908,94.8702333943,0.0006245683,25.4485108883,0.1382460226
2717,0.5387061239,-24.24,0.6025000063,182.3223304703,0.5049920887,94.8698384851,0.0006285851,25.4486836239,0.1382475114
2718,0.5406839918,-26.84,0.6024988215,175,0.504990881,94.8696115917,0.000630893,25.4487828683,0.1382483667
2719,0.5652821591,-38.19,0.6024840858,182.3223304703,0.5049758605,94.8667897856,0.0006595952,25.4500171426,0.1382590046
2720,0.600345501,-43.34,0.6024630808,200,0.5049544496,94.8627674553,0.0007005086,25.4517765329,0.1382741682
2721,0.6184717841,-42.2,0.6024522221,217.6776695297,0.5049433811,94.8606880786,0.0007216591,25.4526860643,0.1382820072
2722,0.6200240349,-35.77,0.6024512922,225,0.5049424333,94.8605100104,0.0007234703,25.4527639523,0.1382826784
2723,0.6165565069,-28.79,0.6024533695,217.6776695297,0.5049445506,94.8609077917,0.0007194243,25.4525899605,0.1382811789
2724,0.5961018477,-27.75,0.602465623,200,0.504957041,94.8632542707,0.0006955569,25.4515635971,0.138272333
2725,0.5661333934,-27.11,0.6024835758,182.3223304703,0.5049753407,94.8666921353,0.0006605884,25.4500598554,0.1382593727
2726,0.5423113515,-27.06,0.6024978466,175,0.5049898872,94.8694249074,0.0006327919,25.4488645252,0.1382490705
2727,0.5380176256,-27.29,0.6025004188,182.3223304703,0.5049925091,94.8699174669,0.0006277818,25.4486490768,0.1382472136
2728,0.5375794903,-28.61,0.6025006812,200,0.5049927767,94.8699677281,0.0006272705,25.4486270923,0.1382470242
2729,0.5594361825,-31.87,0.6024875878,217.6776695297,0.5049794302,94.8674604133,0.0006527739,25.4497238061,0.1382564764
2730,0.5884908117,-39.93,0.6024701824,225,0.5049616885,94.8641273792,0.000686676,25.4511816944,0.1382690415
2731,0.6010465175,-43.06,0.6024626608,217.6776695297,0.5049540216,94.8626870374,0.0007013266,25.4518117082,0.1382744714
2732,0.6036753292,-49.06,0.602461086,200,0.5049524163,94.8623854703,0.000704394,25.4519436153,0.1382756082
2733,0.6125757348,-45.82,0.6024557542,182.3223304703,0.5049469814,94.8613644504,0.0007147793,25.4523902153,0.1382794573
2734,0.5937108808,-38.95,0.6024670553,175,0.504958501,94.8635285531,0.000692767,25.4514436244,0.138271299
2735,0.5456536979,-29.97,0.6024958443,182.3223304703,0.5049878463,94.8690414864,0.0006366919,25.4490322357,0.138250516
2736,0.5120674979,-26.47,0.6025159644,200,0.5050083552,94.8728943647,0.0005975021,25.4473469646,0.1382359911
2737,0.4884582645,-25.84,0.6025301077,217.6776695297,0.5050227718,94.8756027242,0.0005699538,25.4461623126,0.138225781
2738,0.4764283211,-25.03,0.6025373143,225,0.5050301177,94.8769827525,0.0005559168,25.4455586803,0.1382205785
2739,0.4827750238,-24.68,0.6025335123,217.6776695297,0.5050262421,94.8762546835,0.0005633224,25.4458771418,0.1382233232
2740,0.487093786,-24.78,0.6025309251,200,0.505023605,94.8757592519,0.0005683617,25.4460938465,0.1382251909
2741,0.4913875119,-25.14,0.6025283529,182.3223304703,0.5050209831,94.8752666923,0.0005733718,25.4463092949,0.1382270478
2742,0.4787692154,-26.47,0.602535912,175,0.5050286882,94.8767142142,0.0005586482,25.4456761404,0.1382215908
2743,0.4826498423,-36.06,0.6025335873,182.3223304703,0.5050263186,94.8762690438,0.0005631763,25.4458708606,0.1382232691
2744,0.5017149867,-43.04,0.6025221662,200,0.5050146768,94.8740819645,0.0005854223,25.4468275016,0.1382315141
2745,0.5275649692,-43.01,0.6025066805,217.6776695297,0.5049988919,94.871116555,0.0006155852,25.4481245888,0.1382426932
2746,0.5313579691,-38.94,0.6025044083,225,0.5049965758,94.8706814368,0.000620011,25.448314912,0.1382443336
2747,0.5473937209,-33.83,0.602494802,217.6776695297,0.5049867838,94.8688418777,0.0006387222,25.4491195457,0.1382512685
2748,0.5336613089,-28.77,0.6025030285,200,0.5049951693,94.8704172066,0.0006226986,25.4484304878,0.1382453297
2749,0.5021406039,-27.69,0.6025219112,182.3223304703,0.5050144169,94.8740331394,0.0005859189,25.446848858,0.1382316981
2750,0.4813354364,-27.54,0.6025343747,175,0.5050271212,94.8764198273,0.0005616426,25.445804907,0.1382227006
2751,0.4872815583,-26.6,0.6025308126,182.3223304703,0.5050234903,94.8757377114,0.0005685808,25.4461032684,0.1382252721
2752,0.495280657,-27.66,0.6025260207,200,0.5050186058,94.8748200858,0.0005779145,25.4465046431,0.1382287314
2753,0.5243352862,-27.68,0.6025086153,217.6776695297,0.505000864,94.8714870517,0.0006118166,25.4479625314,0.1382412965
2754,0.5600120174,-31.06,0.6024872429,225,0.5049790786,94.8673943558,0.0006534458,25.4497527001,0.1382567254
2755,0.5787767263,-35.91,0.6024760017,217.6776695297,0.5049676203,94.8652417413,0.0006753412,25.450694266,0.1382648405
2756,0.5968153823,-41.83,0.6024651955,200,0.5049566052,94.8631724168,0.0006963895,25.4515994005,0.1382726415
2757,0.6158554905,-39.98,0.6024537894,182.3223304703,0.5049449787,94.8609882096,0.0007186063,25.4525547852,0.1382808757
2758,0.6038130289,-30.36,0.6024610035,175,0.5049523322,94.862369674,0.0007045546,25.4519505248,0.1382756678
2759,0.5580216314,-27.7,0.6024884352,182.3223304703,0.504980294,94.8676226851,0.0006511233,25.4496528275,0.1382558646
2760,0.529617946,-26.79,0.6025054507,200,0.5049976383,94.8708810455,0.0006179807,25.448227602,0.1382435811
2761,0.5078238446,-26.27,0.6025185066,217.6776695297,0.5050109465,94.8733811801,0.0005925504,25.4471340287,0.1382341559
2762,0.5079865805,-24.68,0.6025184091,225,0.5050108471,94.8733625117,0.0005927403,25.4471421944,0.1382342263
2763,0.5145210555,-24.39,0.6025144946,217.6776695297,0.5050068569,94.8726129021,0.000600365,25.4474700779,0.1382370522
2764,0.528704121,-25.15,0.6025059981,200,0.5049981963,94.870985876,0.0006169144,25.4481817485,0.1382431859
2765,0.5718541886,-24.65,0.6024801487,182.3223304703,0.5049718474,94.8660358679,0.0006672637,25.4503469105,0.1382618467
2766,0.6609458715,-24.59,0.6024267777,175,0.504917445,94.8558156163,0.0007712197,25.4548173072,0.1383003757
2767,0.7407490862,-27.31,0.602378971,182.3223304703,0.5048687145,94.8466609017,0.0008643374,25.458821632,0.1383348877
2768,0.7789920385,-31.15,0.6023560612,200,0.504845362,94.8422738189,0.0009089609,25.4607405673,0.1383514264
2769,0.7932001402,-34.63,0.6023475498,217.6776695297,0.5048366861,94.8406439207,0.0009255396,25.4614534941,0.1383575708
2770,0.8069701067,-34.04,0.6023393008,225,0.5048282777,94.8390642836,0.0009416069,25.4621444364,0.1383635259
2771,0.8189499775,-29,0.6023321241,217.6776695297,0.5048209624,94.8376899994,0.0009555856,25.4627455562,0.1383687067
2772,0.80410345,-25.43,0.602341018,200,0.5048300281,94.8393931353,0.000938262,25.4620005948,0.1383622861
2773,0.794176556,-24.32,0.6023469648,182.3223304703,0.5048360898,94.84053191,0.0009266789,25.4615024882,0.1383579931
2774,0.7825597116,-24.26,0.602353924,175,0.5048431835,94.8418645493,0.0009131239,25.4609195841,0.1383529692
2775,0.768113765,-24.4,0.6023625779,182.3223304703,0.5048520047,94.8435217321,0.0008962677,25.4601947228,0.1383467219
2776,0.7526037755,-24.93,0.6023718693,200,0.5048614756,94.8453009778,0.00087817,25.4594164705,0.1383400144
2777,0.7552576236,-28.01,0.6023702795,217.6776695297,0.5048598551,94.8449965387,0.0008812666,25.459549634,0.1383411621
2778,0.7534550098,-34.58,0.6023713594,225,0.5048609558,94.8452033275,0.0008791633,25.4594591833,0.1383403825
2779,0.7590506234,-38.08,0.6023680073,217.6776695297,0.5048575389,94.8445614205,0.0008856925,25.4597399572,0.1383428024
2780,0.746031746,-42.63,0.6023758063,200,0.5048654887,94.8460548955,0.0008705015,25.4590867026,0.1383371722
2781,0.7384833008,-40.99,0.6023803283,182.3223304703,0.504870098,94.8469208238,0.0008616936,25.4587079406,0.1383339078
2782,0.6904261179,-34.53,0.6024091173,175,0.5048994434,94.852433757,0.0008056185,25.4562965519,0.1383131248
2783,0.6285113414,-31.15,0.6024462078,182.3223304703,0.5049372506,94.8595363796,0.0007333737,25.453189824,0.1382863489
2784,0.5933228181,-25.46,0.6024672878,200,0.5049587379,94.8635730702,0.0006923142,25.4514241524,0.1382711311
2785,0.5770617395,-24.46,0.6024770291,217.6776695297,0.5049686675,94.8654384779,0.0006733401,25.4506082123,0.1382640988
2786,0.5684242151,-22.06,0.6024822035,225,0.5049739419,94.8664293411,0.0006632615,25.450174803,0.1382603634
2787,0.5724049872,-20.55,0.6024798188,217.6776695297,0.5049715111,94.8659726824,0.0006679064,25.4503745482,0.1382620849
2788,0.5895673727,-17.84,0.6024695375,200,0.5049610311,94.8640038803,0.0006879322,25.4512357135,0.138269507
2789,0.6282609784,-17.7,0.6024463578,182.3223304703,0.5049374035,94.8595651002,0.0007330815,25.4531772614,0.1382862406
2790,0.6952706424,-19.68,0.6024062152,175,0.5048964851,94.851878012,0.0008112713,25.456539638,0.1383152199
2791,0.7555830955,-20.09,0.6023700845,182.3223304703,0.5048596563,94.8449592018,0.0008816464,25.4595659653,0.1383413028
2792,0.7820339492,-21.47,0.6023542389,200,0.5048435045,94.8419248627,0.0009125104,25.4608932027,0.1383527419
2793,0.7742101047,-22.45,0.6023589259,217.6776695297,0.504848282,94.8428223837,0.0009033812,25.4605006218,0.1383493583
2794,0.7723699364,-22.95,0.6023600282,225,0.5048494057,94.8430334807,0.000901234,25.4604082868,0.1383485625
2795,0.7790045566,-21.09,0.6023560537,217.6776695297,0.5048453544,94.8422723828,0.0009089755,25.4607411954,0.1383514318
2796,0.7756496921,-21.09,0.6023580635,200,0.504847403,94.8426572399,0.0009050609,25.4605728567,0.1383499809
2797,0.7728456262,-15.97,0.6023597433,182.3223304703,0.5048491152,94.8429789114,0.000901789,25.4604321557,0.1383487683
2798,0.7600145211,-10.93,0.6023674299,175,0.5048569503,94.8444508459,0.0008868172,25.4597883231,0.1383432193
2799,0.7518276501,-11.49,0.6023723343,182.3223304703,0.5048619495,94.8453900119,0.0008772644,25.4593775265,0.1383396787
2800,0.7275299184,-12.89,0.60238689,200,0.5048767865,94.8481773533,0.0008489128,25.4581583274,0.1383291709
2801,0.7276300636,-19.76,0.60238683,217.6776695297,0.5048767254,94.848165865,0.0008490296,25.4581633524,0.1383292142
2802,0.7356166441,-26.55,0.6023820456,225,0.5048718485,94.8472496755,0.0008583487,25.458564099,0.1383326681
2803,0.7425892544,-35.09,0.6023778686,217.6776695297,0.5048675908,94.8464498048,0.0008664846,25.458913967,0.1383356835
2804,0.7393846077,-40.95,0.6023797884,200,0.5048695477,94.8468174294,0.0008627453,25.4587531659,0.1383342976
2805,0.7346652646,-40.94,0.6023826155,182.3223304703,0.5048724295,94.8473588141,0.0008572386,25.4585163611,0.1383322566
2806,0.6832782535,-33.53,0.6024133993,175,0.5049038081,94.8532537323,0.000797278,25.45593789,0.1383100336
2807,0.6155926093,-29.57,0.6024539469,182.3223304703,0.5049451392,94.8610183663,0.0007182996,25.4525415945,0.138280762
2808,0.5819062641,-24.52,0.602474127,200,0.5049657093,94.8648827329,0.0006789929,25.4508512984,0.1382661939
2809,0.5644559611,-24.27,0.6024845807,217.6776695297,0.504976365,94.8668845638,0.0006586311,25.449975686,0.1382586473
2810,0.559974463,-24.2,0.6024872654,225,0.5049791016,94.8673986639,0.0006534019,25.4497508157,0.1382567092
2811,0.5608382154,-23.42,0.6024867479,217.6776695297,0.5049785741,94.8672995775,0.0006544098,25.4497941566,0.1382570827
2812,0.5818061189,-23.28,0.602474187,200,0.5049657704,94.8648942212,0.000678876,25.4508462733,0.1382661506
2813,0.6273346352,-23.49,0.6024469127,182.3223304703,0.5049379692,94.8596713667,0.0007320007,25.4531307799,0.13828584
2814,0.6929673026,-25.46,0.602407595,175,0.5048978916,94.8521422422,0.0008085836,25.4564240622,0.1383142238
2815,0.7525036303,-39.24,0.6023719293,182.3223304703,0.5048615367,94.8453124661,0.0008780531,25.4594114455,0.1383399711
2816,0.7719067648,-46.53,0.6023603057,200,0.5048496885,94.8430866139,0.0009006935,25.460385046,0.1383483622
2817,0.7617795804,-49,0.6023663725,217.6776695297,0.5048558725,94.8442483652,0.0008888767,25.4598768894,0.1383439826
2818,0.7635070853,-46.84,0.6023653376,225,0.5048548177,94.8440501925,0.0008908924,25.4599635712,0.1383447297
2819,0.76902759,-39.97,0.6023620305,217.6776695297,0.5048514467,94.8434169017,0.000897334,25.4602405763,0.1383471171
2820,0.7570477192,-37.39,0.6023692071,200,0.504858762,94.8447911859,0.0008833554,25.4596394565,0.1383419362
2821,0.7485979671,-34.94,0.602374269,182.3223304703,0.5048639217,94.8457605086,0.0008734958,25.4592154691,0.138338282
2822,0.7342646838,-33.95,0.6023828555,175,0.5048726741,94.8474047672,0.0008567712,25.458496261,0.1383320834
2823,0.7243127535,-32.44,0.6023888173,182.3223304703,0.504878751,94.8485464139,0.0008451588,25.4579968981,0.1383277795
2824,0.7153122027,-35,0.6023942091,200,0.5048842471,94.8495789221,0.0008346566,25.4575452731,0.1383238871
2825,0.7213334335,-39.87,0.6023906021,217.6776695297,0.5048805703,94.8488881899,0.0008416824,25.4578474033,0.1383264911
2826,0.7350908818,-44.65,0.6023823605,225,0.5048721696,94.8473099889,0.0008577352,25.4585377175,0.1383324407
2827,0.7436658154,-49.55,0.6023772237,217.6776695297,0.5048669334,94.8463263059,0.0008677408,25.4589679862,0.138336149
2828,0.7380326473,-54.12,0.6023805983,200,0.5048703732,94.846972521,0.0008611678,25.4586853279,0.1383337129
2829,0.7234990737,-51.23,0.6023893047,182.3223304703,0.5048792479,94.8486397561,0.0008442094,25.4579560697,0.1383274277
2830,0.6771068049,-37.93,0.6024170964,175,0.5049075766,94.8539616969,0.0007900769,25.4556282223,0.1383073647
2831,0.6136147414,-30.52,0.6024551318,182.3223304703,0.504946347,94.8612452596,0.0007159917,25.4524423501,0.1382799067
2832,0.5732061489,-28.4,0.6024793388,200,0.5049710218,94.8658807763,0.0006688412,25.4504147485,0.1382624314
2833,0.5559436182,-31.33,0.6024896801,217.6776695297,0.5049815629,94.8678610667,0.0006486986,25.449548558,0.138254966
2834,0.5443518101,-30.74,0.6024966242,225,0.5049886413,94.8691908339,0.0006351728,25.4489669102,0.1382499529
2835,0.5473937209,-29.75,0.602494802,217.6776695297,0.5049867838,94.8688418777,0.0006387222,25.4491195457,0.1382512685
2836,0.5618146312,-28.73,0.602486163,200,0.5049779779,94.8671875669,0.0006555491,25.4498431507,0.138257505
2837,0.6030994943,-27.84,0.602461431,182.3223304703,0.504952768,94.8624515279,0.0007037221,25.4519147214,0.1382753592
2838,0.6786966101,-29.56,0.602416144,175,0.5049066058,94.8537793206,0.000791932,25.4557079947,0.1383080522
2839,0.7406864954,-41.53,0.6023790085,182.3223304703,0.5048687527,94.8466680819,0.0008642644,25.4588184914,0.1383348606
2840,0.7590506234,-49,0.6023680073,200,0.5048575389,94.8445614205,0.0008856925,25.4597399572,0.1383428024
2841,0.753555155,-50,0.6023712994,217.6776695297,0.5048608946,94.8451918393,0.0008792801,25.4594642084,0.1383404258
2842,0.7557833859,-44.98,0.6023699645,225,0.504859534,94.8449362253,0.0008818801,25.4595760154,0.1383413895
2843,0.7642331381,-40.22,0.6023649027,217.6776695297,0.5048543743,94.8439669026,0.0008917396,25.4600000027,0.1383450437
2844,0.7545691252,-33.93,0.602370692,200,0.5048602755,94.8450755206,0.0008804632,25.4595150868,0.1383408643
2845,0.7464823995,-29.17,0.6023755364,182.3223304703,0.5048652135,94.8460031983,0.0008710273,25.4591093153,0.1383373671
2846,0.7368809774,-28.28,0.6023812882,175,0.5048710765,94.8471046361,0.000859824,25.45862754,0.1383332148
